id,run_id,name,vertical,town,postcode,address,website,domain,phone,google_place_id,rating,review_count,director_name,companies_house_number,is_group_owned,is_chain,chain_reason,priority,priority_score,created_at,top_pain_review
1149,46,Clapham Electricians,electricians,"Clapham, South London",SW4 7SH,"11 Bedford Rd, Clapham High St, London SW4 7SH",http://www.electricians-clapham.co.uk/,electricians-clapham.co.uk,020 3670 3971,ChIJkagJGx4FdkgRyuO6CBaZb0Q,5.0,9,"LOMAS, Andrew Paul",10737007,0,1,"same Companies House company number seen at 5 discovered locations; business name ('Clapham Electricians') is nothing but trade terms plus the searched town ('Clapham, South London') — no brand/founder name at all, rank-and-rent search-phrase pattern rather than a real trading name",,,2026-08-21T20:50:26.542734+00:00,
1150,46,Bedoya Electrical - Electricians Clapham,electricians,"Clapham, South London",SW4 7TB,"Ste 46, 101 Clapham High St, London SW4 7TB",https://www.bedoyaelectrical.com/,bedoyaelectrical.com,020 3167 8729,ChIJCxeuDWoGdkgRFByoG-4fem0,4.8,47,"BEDOYA RESTREPO, Alejandro",10978138,0,0,,,,2026-08-21T20:50:27.065172+00:00,"I had a very frustrating experience with Bedoya Electrical and do not recommend them. After paying nearly £500 for a kitchen LED light repair conducted by Callum, the issue was never properly fixed, a..."
1151,46,London City Electrical Limited,electricians,"Clapham, South London",SW4 7TB,"Unit 27, 101 Clapham High St, London SW4 7TB",http://www.londoncityelectrical.co.uk/,londoncityelectrical.co.uk,0800 612 1016,ChIJoWK5L5cFdkgR9_ffF73T3l0,5.0,22,"CROOK, Simon Donald",08210113,0,0,,,,2026-08-21T20:50:27.663920+00:00,
1152,46,Clapham Electrical And Heating Services,electricians,"Clapham, South London",SW4 7AA,"6A Clapham Common South Side, London SW4 7AA",,,020 3670 4994,ChIJ06PDZwAFdkgRw_NGqqdOG3o,5.0,6,"PEARCE, Luke",17142687,0,1,"same Companies House company number seen at 2 discovered locations; business name ('Clapham Electrical And Heating Services') is nothing but trade terms plus the searched town ('Clapham, South London') — no brand/founder name at all, rank-and-rent search-phrase pattern rather than a real trading name",,,2026-08-21T20:50:28.216551+00:00,
1153,46,JP Electrical Wiring LTD,electricians,"Clapham, South London",SW11 1LJ,"Ste 100, 264 Lavender Hill, London SW11 1LJ",https://www.jpelectricalwiring.com/,jpelectricalwiring.com,07492 818296,ChIJMYjrADEVhWkRyM5IaYQUl4U,5.0,69,"PALNIKAJ, Jurgen",13662925,0,0,,,,2026-08-21T20:50:28.684605+00:00,
1154,46,VoltoraX UK Electricians,electricians,"Clapham, South London",SW4 0HL,"4 Charlotte Row, London SW4 0HL",https://clapham-electricians.co.uk/,clapham-electricians.co.uk,020 3670 4296,ChIJXSD3aQAFdkgRY6a_FHgdPsM,5.0,1,"LEAH, Graham",08380345,0,0,,,,2026-08-21T20:50:29.290269+00:00,
1155,46,Spark.LE Electricians,electricians,"Clapham, South London",SW4 7UH,"118 Clapham High St, London SW4 7UH",,,07932 537733,ChIJzTOYCmO7cEgRmcpIX4vXPrs,5.0,1,"LOMAS, Andrew Paul",10737007,0,1,same Companies House company number seen at 5 discovered locations,,,2026-08-21T20:50:29.722225+00:00,
1156,46,Joni Electrical Limited,electricians,"Clapham, South London",SW4 0BB,"62 Bromell's Rd, London SW4 0BB",,,07832 300807,ChIJ0eHJKOwFdkgREnxf9sFnt0g,5.0,2,"BUFTIQI, Fatjon",09937464,0,0,,,,2026-08-21T20:50:30.196712+00:00,
1157,46,NICEIC Electrician,electricians,"Clapham, South London",SW4 0DX,"41 Rectory Grove, London SW4 0DX",https://niceicelectricians.co.uk/,niceicelectricians.co.uk,020 3488 2928,ChIJDU7Nj1MFdkgR5sVXdQzp6RE,5.0,3,,,0,0,,,,2026-08-21T20:50:30.429702+00:00,
1158,46,Mcmahon Gas & Electrical Services,electricians,"Clapham, South London",SW8 3NA,"450 Wandsworth Rd, Nine Elms, London SW8 3NA",https://mcmahongasandelectrical.co.uk/,mcmahongasandelectrical.co.uk,07940 457010,ChIJGd7UNM8PdkgRCjB-NlZMbQY,5.0,7,,,0,0,,,,2026-08-21T20:50:30.856482+00:00,
